Dataglove Experiment Tue Sep 25 17:00:17 2018
USB0 DG5U_Right RightHand	1

event	var	l_thumb	l_index	l_middle	l_ring	l_little	r_thumb	r_index	r_middle	r_ring	r_little	time
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129500
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129520
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129540
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129560
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129580
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129600
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129620
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129640
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129660
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129680
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129700
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129720
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129740
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129760
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129780
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129800
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129820
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129840
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129860
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129880
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129900
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129920
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129940
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129960
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	129980
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130000
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130020
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130040
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130060
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130080
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130100
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130120
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130140
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130160
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130180
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130200
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130220
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130240
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130260
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130280
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130300
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130320
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130340
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130360
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130380
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130400
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130420
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130440
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130460
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130480
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130500
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130520
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130540
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130560
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130580
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130600
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130620
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130640
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130660
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130680
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130700
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130720
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130740
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130760
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130780
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130800
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130820
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130840
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130860
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130880
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130900
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130920
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130940
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130960
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	130980
glove	1	0	0	0	0	0	3664	3915	4065	3722	3656	131000
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131020
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131040
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131060
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131080
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131100
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131120
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131140
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131160
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131180
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131200
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131220
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131240
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131260
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131280
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131300
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131320
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131340
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131360
glove	1	0	0	0	0	0	3664	3915	4065	3722	3656	131380
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131400
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131420
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131440
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131460
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131480
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131500
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131520
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131540
glove	1	0	0	0	0	0	3663	3915	4065	3722	3655	131560
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131580
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131600
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131620
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131640
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131660
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131680
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131700
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131720
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131740
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131760
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131780
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131800
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131820
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131840
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131860
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131880
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131900
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131920
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131940
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131960
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	131980
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132000
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132020
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132040
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132060
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132080
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132100
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132120
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132140
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132160
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132180
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132200
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132220
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132240
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132260
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132280
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132300
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132320
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132340
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132360
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132380
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132400
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132420
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132440
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132460
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132480
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132500
glove	1	0	0	0	0	0	3664	3915	4065	3722	3656	132520
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132540
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132560
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132580
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132600
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132620
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132640
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132660
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132680
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132700
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132720
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132740
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132760
scan	49	0	0	0	0	0	0	0	0	0	0	132777
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132780
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132800
glove	1	0	0	0	0	0	3664	3915	4065	3722	3656	132820
glove	1	0	0	0	0	0	3664	3915	4065	3722	3656	132840
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132860
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132880
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132900
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132920
glove	1	0	0	0	0	0	3664	3915	4065	3722	3656	132940
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132960
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	132980
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	133000
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	133020
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	133040
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	133060
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	133080
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	133100
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	133120
glove	1	0	0	0	0	0	3664	3915	4065	3722	3656	133140
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	133160
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	133180
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	133200
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	133220
glove	1	0	0	0	0	0	3664	3915	4065	3722	3655	133240
glove	1	0	0	0	0	0	3665	3915	4065	3722	3655	133260
glove	1	0	0	0	0	0	3665	3915	4065	3722	3655	133280
glove	1	0	0	0	0	0	3665	3915	4065	3722	3655	133300
glove	1	0	0	0	0	0	3665	3915	4065	3722	3655	133320
glove	1	0	0	0	0	0	3665	3915	4065	3722	3656	133340
glove	1	0	0	0	0	0	3665	3915	4065	3722	3657	133360
glove	1	0	0	0	0	0	3665	3915	4065	3722	3660	133380
glove	1	0	0	0	0	0	3665	3915	4065	3723	3662	133400
glove	1	0	0	0	0	0	3666	3915	4065	3723	3664	133420
glove	1	0	0	0	0	0	3666	3915	4065	3723	3668	133440
glove	1	0	0	0	0	0	3666	3915	4065	3724	3669	133460
glove	1	0	0	0	0	0	3666	3915	4065	3724	3670	133480
glove	1	0	0	0	0	0	3666	3915	4065	3725	3671	133500
glove	1	0	0	0	0	0	3666	3915	4065	3725	3671	133520
glove	1	0	0	0	0	0	3665	3915	4065	3725	3671	133540
glove	1	0	0	0	0	0	3665	3915	4065	3725	3672	133560
glove	1	0	0	0	0	0	3665	3915	4065	3725	3671	133580
glove	1	0	0	0	0	0	3665	3915	4065	3725	3671	133600
glove	1	0	0	0	0	0	3665	3915	4065	3725	3671	133620
glove	1	0	0	0	0	0	3665	3915	4066	3725	3671	133640
glove	1	0	0	0	0	0	3665	3915	4065	3724	3671	133660
glove	1	0	0	0	0	0	3665	3915	4065	3724	3670	133680
glove	1	0	0	0	0	0	3665	3915	4065	3724	3670	133700
glove	1	0	0	0	0	0	3665	3915	4065	3725	3670	133720
glove	1	0	0	0	0	0	3665	3915	4065	3725	3670	133740
glove	1	0	0	0	0	0	3664	3915	4065	3724	3670	133760
glove	1	0	0	0	0	0	3664	3915	4065	3724	3670	133780
glove	1	0	0	0	0	0	3665	3915	4065	3724	3669	133800
glove	1	0	0	0	0	0	3664	3915	4065	3724	3669	133820
glove	1	0	0	0	0	0	3664	3915	4065	3724	3669	133840
glove	1	0	0	0	0	0	3664	3915	4065	3724	3669	133860
glove	1	0	0	0	0	0	3664	3915	4065	3724	3669	133880
glove	1	0	0	0	0	0	3664	3915	4065	3725	3669	133900
glove	1	0	0	0	0	0	3664	3915	4065	3724	3668	133920
glove	1	0	0	0	0	0	3664	3915	4065	3725	3669	133940
glove	1	0	0	0	0	0	3664	3915	4065	3725	3669	133960
glove	1	0	0	0	0	0	3664	3915	4065	3725	3669	133980
glove	1	0	0	0	0	0	3664	3915	4065	3725	3669	134000
glove	1	0	0	0	0	0	3664	3915	4065	3725	3669	134020
glove	1	0	0	0	0	0	3663	3915	4065	3726	3669	134040
glove	1	0	0	0	0	0	3663	3915	4065	3726	3669	134060
glove	1	0	0	0	0	0	3663	3916	4065	3728	3670	134080
glove	1	0	0	0	0	0	3663	3915	4065	3729	3670	134100
glove	1	0	0	0	0	0	3664	3916	4065	3731	3671	134120
glove	1	0	0	0	0	0	3664	3916	4065	3733	3672	134140
glove	1	0	0	0	0	0	3664	3916	4065	3734	3673	134160
glove	1	0	0	0	0	0	3664	3916	4065	3737	3676	134180
glove	1	0	0	0	0	0	3664	3916	4065	3742	3681	134200
glove	1	0	0	0	0	0	3665	3916	4066	3745	3684	134220
glove	1	0	0	0	0	0	3665	3916	4066	3752	3694	134240
glove	1	0	0	0	0	0	3665	3916	4066	3755	3700	134260
glove	1	0	0	0	0	0	3665	3916	4066	3758	3705	134280
glove	1	0	0	0	0	0	3665	3916	4067	3763	3715	134300
glove	1	0	0	0	0	0	3666	3916	4067	3766	3720	134320
glove	1	0	0	0	0	0	3665	3916	4067	3770	3726	134340
glove	1	0	0	0	0	0	3665	3917	4067	3777	3736	134360
glove	1	0	0	0	0	0	3665	3917	4067	3780	3739	134380
glove	1	0	0	0	0	0	3665	3917	4067	3785	3745	134400
glove	1	0	0	0	0	0	3665	3917	4067	3788	3748	134420
glove	1	0	0	0	0	0	3664	3917	4067	3791	3751	134440
glove	1	0	0	0	0	0	3663	3917	4067	3795	3754	134460
glove	1	0	0	0	0	0	3663	3918	4067	3800	3760	134480
glove	1	0	0	0	0	0	3662	3918	4067	3803	3762	134500
glove	1	0	0	0	0	0	3662	3918	4068	3807	3765	134520
glove	1	0	0	0	0	0	3662	3918	4068	3809	3766	134540
glove	1	0	0	0	0	0	3661	3918	4068	3810	3767	134560
glove	1	0	0	0	0	0	3661	3918	4068	3811	3767	134580
glove	1	0	0	0	0	0	3660	3919	4068	3813	3768	134600
glove	1	0	0	0	0	0	3660	3919	4068	3815	3768	134620
glove	1	0	0	0	0	0	3660	3918	4068	3816	3769	134640
glove	1	0	0	0	0	0	3659	3918	4068	3817	3769	134660
glove	1	0	0	0	0	0	3659	3919	4068	3818	3769	134680
glove	1	0	0	0	0	0	3659	3919	4068	3818	3770	134700
glove	1	0	0	0	0	0	3658	3919	4068	3820	3770	134720
glove	1	0	0	0	0	0	3658	3919	4068	3820	3770	134740
glove	1	0	0	0	0	0	3657	3919	4069	3821	3770	134760
glove	1	0	0	0	0	0	3657	3919	4068	3822	3770	134780
glove	1	0	0	0	0	0	3657	3919	4069	3822	3771	134800
glove	1	0	0	0	0	0	3657	3919	4069	3823	3770	134820
glove	1	0	0	0	0	0	3657	3919	4069	3823	3771	134840
glove	1	0	0	0	0	0	3657	3919	4069	3823	3771	134860
glove	1	0	0	0	0	0	3657	3919	4069	3824	3771	134880
glove	1	0	0	0	0	0	3657	3919	4069	3824	3771	134900
glove	1	0	0	0	0	0	3657	3919	4069	3825	3772	134920
glove	1	0	0	0	0	0	3656	3919	4069	3825	3772	134940
glove	1	0	0	0	0	0	3657	3919	4069	3825	3772	134960
glove	1	0	0	0	0	0	3656	3919	4069	3826	3772	134980
glove	1	0	0	0	0	0	3656	3919	4069	3826	3772	135000
glove	1	0	0	0	0	0	3656	3919	4069	3826	3773	135020
glove	1	0	0	0	0	0	3657	3919	4069	3826	3772	135040
glove	1	0	0	0	0	0	3657	3919	4069	3826	3772	135060
glove	1	0	0	0	0	0	3657	3919	4069	3826	3772	135080
glove	1	0	0	0	0	0	3656	3919	4069	3826	3772	135100
glove	1	0	0	0	0	0	3657	3919	4069	3826	3772	135120
glove	1	0	0	0	0	0	3657	3919	4069	3826	3772	135140
glove	1	0	0	0	0	0	3656	3919	4069	3826	3772	135160
glove	1	0	0	0	0	0	3657	3919	4069	3827	3772	135180
glove	1	0	0	0	0	0	3657	3919	4069	3826	3772	135200
glove	1	0	0	0	0	0	3657	3919	4069	3826	3772	135220
glove	1	0	0	0	0	0	3657	3919	4069	3826	3771	135240
glove	1	0	0	0	0	0	3657	3919	4069	3826	3771	135260
glove	1	0	0	0	0	0	3657	3919	4069	3826	3771	135280
glove	1	0	0	0	0	0	3657	3919	4069	3826	3771	135300
glove	1	0	0	0	0	0	3657	3919	4069	3826	3771	135320
glove	1	0	0	0	0	0	3657	3919	4069	3826	3770	135340
glove	1	0	0	0	0	0	3657	3918	4069	3826	3770	135360
glove	1	0	0	0	0	0	3657	3919	4069	3826	3770	135380
glove	1	0	0	0	0	0	3657	3919	4069	3826	3770	135400
glove	1	0	0	0	0	0	3657	3919	4069	3826	3770	135420
glove	1	0	0	0	0	0	3657	3919	4069	3826	3770	135440
glove	1	0	0	0	0	0	3658	3919	4069	3826	3769	135460
glove	1	0	0	0	0	0	3657	3919	4069	3826	3770	135480
glove	1	0	0	0	0	0	3657	3919	4069	3825	3769	135500
glove	1	0	0	0	0	0	3657	3919	4069	3825	3770	135520
glove	1	0	0	0	0	0	3657	3919	4069	3825	3769	135540
glove	1	0	0	0	0	0	3658	3919	4069	3825	3769	135560
glove	1	0	0	0	0	0	3657	3919	4069	3825	3769	135580
glove	1	0	0	0	0	0	3657	3919	4069	3825	3769	135600
glove	1	0	0	0	0	0	3657	3918	4069	3825	3769	135620
glove	1	0	0	0	0	0	3657	3919	4069	3825	3769	135640
glove	1	0	0	0	0	0	3657	3919	4069	3825	3768	135660
glove	1	0	0	0	0	0	3658	3919	4069	3825	3768	135680
glove	1	0	0	0	0	0	3658	3919	4069	3825	3768	135700
glove	1	0	0	0	0	0	3658	3919	4069	3825	3768	135720
glove	1	0	0	0	0	0	3658	3919	4069	3825	3768	135740
glove	1	0	0	0	0	0	3658	3918	4069	3825	3768	135760
glove	1	0	0	0	0	0	3658	3918	4069	3824	3768	135780
glove	1	0	0	0	0	0	3658	3919	4069	3824	3768	135800
glove	1	0	0	0	0	0	3658	3919	4069	3824	3768	135820
glove	1	0	0	0	0	0	3658	3918	4069	3824	3768	135840
glove	1	0	0	0	0	0	3658	3919	4069	3824	3768	135860
glove	1	0	0	0	0	0	3658	3919	4069	3824	3768	135880
glove	1	0	0	0	0	0	3658	3919	4069	3824	3768	135900
glove	1	0	0	0	0	0	3658	3918	4069	3824	3768	135920
glove	1	0	0	0	0	0	3658	3919	4069	3824	3768	135940
glove	1	0	0	0	0	0	3658	3918	4069	3824	3768	135960
glove	1	0	0	0	0	0	3658	3918	4069	3824	3768	135980
glove	1	0	0	0	0	0	3658	3919	4069	3824	3768	136000
glove	1	0	0	0	0	0	3657	3919	4069	3824	3767	136020
glove	1	0	0	0	0	0	3657	3919	4069	3824	3768	136040
glove	1	0	0	0	0	0	3658	3918	4069	3824	3768	136060
glove	1	0	0	0	0	0	3658	3918	4068	3824	3768	136080
glove	1	0	0	0	0	0	3657	3918	4069	3824	3767	136100
glove	1	0	0	0	0	0	3657	3918	4069	3824	3768	136120
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136140
glove	1	0	0	0	0	0	3658	3919	4069	3824	3768	136160
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136180
glove	1	0	0	0	0	0	3657	3919	4069	3824	3767	136200
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136220
glove	1	0	0	0	0	0	3657	3919	4069	3824	3767	136240
glove	1	0	0	0	0	0	3658	3919	4069	3824	3768	136260
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136280
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136300
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136320
glove	1	0	0	0	0	0	3658	3919	4069	3824	3768	136340
glove	1	0	0	0	0	0	3658	3919	4069	3824	3768	136360
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	136380
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136400
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136420
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	136440
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136460
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136480
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	136500
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136520
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136540
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136560
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136580
glove	1	0	0	0	0	0	3658	3918	4068	3824	3767	136600
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136620
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	136640
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	136660
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	136680
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	136700
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	136720
glove	1	0	0	0	0	0	3657	3919	4069	3824	3767	136740
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136760
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136780
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136800
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	136820
glove	1	0	0	0	0	0	3657	3919	4069	3824	3767	136840
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136860
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	136881
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	136901
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	136921
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136941
glove	1	0	0	0	0	0	3657	3919	4069	3824	3767	136961
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	136981
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	137001
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	137021
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	137041
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	137061
glove	1	0	0	0	0	0	3658	3918	4069	3824	3767	137081
glove	1	0	0	0	0	0	3658	3918	4068	3824	3767	137101
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137121
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137141
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137161
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137181
glove	1	0	0	0	0	0	3658	3919	4069	3824	3767	137201
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137221
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137241
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137261
glove	1	0	0	0	0	0	3657	3919	4069	3824	3767	137281
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137301
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137321
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137341
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137361
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137381
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137401
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137421
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137441
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137461
glove	1	0	0	0	0	0	3657	3918	4069	3824	3766	137481
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137501
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137521
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137541
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137561
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137581
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137601
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137621
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137641
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137661
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137681
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137701
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137721
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137741
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137761
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137781
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137801
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137821
glove	1	0	0	0	0	0	3658	3919	4069	3824	3766	137841
glove	1	0	0	0	0	0	3658	3918	4069	3824	3766	137861
glove	1	0	0	0	0	0	3657	3918	4069	3824	3766	137881
